"Codi_Postal","Barris","alquiler_m2","superficie_m2","alquiler_prom","poblacion","media_predicciones","media_consumo_barrio"
8031," 51. Verdun  ",14,53,742,2233,0.604649970288924,1350.18338365517
8031," 51. Verdun  ",14,53,742,15247,0.604649970288924,9219.09809699522
8031," 51. Verdun  ",14,53,742,6863,0.604649970288924,4149.71274609288
8031," 51. Verdun  ",14,53,742,7271,0.604649970288924,4396.40993397076
8031," 51. Verdun  ",14,53,742,15648,0.604649970288924,9461.56273508108
8031," 51. Verdun  ",14,53,742,12368,0.604649970288924,7478.31083253341
8031," 51. Verdun  ",14,53,742,26398,0.604649970288924,15961.549915687
8031," 51. Verdun  ",14,53,742,10006,0.604649970288924,6050.12760271097
8031," 51. Verdun  ",14,53,742,2859,0.604649970288924,1728.69426505603
8031," 51. Verdun  ",14,53,742,10369,0.604649970288924,6269.61554192585
8031," 51. Verdun  ",14,53,742,1379,0.604649970288924,833.812309028426
8031," 51. Verdun  ",14,53,742,12582,0.604649970288924,7607.70592617524
8031," 50. les Roquetes  ",13.3,56,744.8,15506,0.604649970288924,9375.70243930005
8031," 50. les Roquetes  ",13.3,56,744.8,26743,0.604649970288924,16170.1541554367
8031," 50. les Roquetes  ",13.3,56,744.8,25618,0.604649970288924,15489.9229388616
8031," 50. les Roquetes  ",13.3,56,744.8,25046,0.604649970288924,15144.0631558564
8031," 50. les Roquetes  ",13.3,56,744.8,2539,0.604649970288924,1535.20627456358
8031," 50. les Roquetes  ",13.3,56,744.8,2233,0.604649970288924,1350.18338365517
8031," 50. les Roquetes  ",13.3,56,744.8,15247,0.604649970288924,9219.09809699522
8031," 50. les Roquetes  ",13.3,56,744.8,6863,0.604649970288924,4149.71274609288
8031," 50. les Roquetes  ",13.3,56,744.8,7271,0.604649970288924,4396.40993397076
8031," 50. les Roquetes  ",13.3,56,744.8,15648,0.604649970288924,9461.56273508108
8031," 50. les Roquetes  ",13.3,56,744.8,12368,0.604649970288924,7478.31083253341
8031," 50. les Roquetes  ",13.3,56,744.8,26398,0.604649970288924,15961.549915687
8031," 50. les Roquetes  ",13.3,56,744.8,10006,0.604649970288924,6050.12760271097
8031," 50. les Roquetes  ",13.3,56,744.8,2859,0.604649970288924,1728.69426505603
8031," 50. les Roquetes  ",13.3,56,744.8,10369,0.604649970288924,6269.61554192585
8031," 50. les Roquetes  ",13.3,56,744.8,1379,0.604649970288924,833.812309028426
8031," 50. les Roquetes  ",13.3,56,744.8,12582,0.604649970288924,7607.70592617524
8034," 21. Pedralbes  ",17,114,1938,12117,4.21248022754132,51042.6229171182
8034," 21. Pedralbes  ",17,114,1938,25106,4.21248022754132,105758.528592652
8034," 23. Sarrià  ",19,81,1539,12117,4.21248022754132,51042.6229171182
8034," 23. Sarrià  ",19,81,1539,25106,4.21248022754132,105758.528592652
8035," 37. el Carmel  ",13,59,767,11634,1.74488560284288,20299.9991034741
8035," 37. el Carmel  ",13,59,767,31583,1.74488560284288,55108.7219945868
8035," 37. el Carmel  ",13,59,767,5792,1.74488560284288,10106.377411666
8035," 37. el Carmel  ",13,59,767,6971,1.74488560284288,12163.5975374177
8035," 37. el Carmel  ",13,59,767,5171,1.74488560284288,9022.80345230056
8035," 37. el Carmel  ",13,59,767,611,1.74488560284288,1066.125103337
8035," 41. la Vall d'Hebron  ",15,62,930,11634,1.74488560284288,20299.9991034741
8035," 41. la Vall d'Hebron  ",15,62,930,31583,1.74488560284288,55108.7219945868
8035," 41. la Vall d'Hebron  ",15,62,930,5792,1.74488560284288,10106.377411666
8035," 41. la Vall d'Hebron  ",15,62,930,6971,1.74488560284288,12163.5975374177
8035," 41. la Vall d'Hebron  ",15,62,930,5171,1.74488560284288,9022.80345230056
8035," 41. la Vall d'Hebron  ",15,62,930,611,1.74488560284288,1066.125103337
8035," 42. la Clota  ",NA,57,NA,11634,1.74488560284288,20299.9991034741
8035," 42. la Clota  ",NA,57,NA,31583,1.74488560284288,55108.7219945868
8035," 42. la Clota  ",NA,57,NA,5792,1.74488560284288,10106.377411666
8035," 42. la Clota  ",NA,57,NA,6971,1.74488560284288,12163.5975374177
8035," 42. la Clota  ",NA,57,NA,5171,1.74488560284288,9022.80345230056
8035," 42. la Clota  ",NA,57,NA,611,1.74488560284288,1066.125103337
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,11634,1.74488560284288,20299.9991034741
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,31583,1.74488560284288,55108.7219945868
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,5792,1.74488560284288,10106.377411666
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,6971,1.74488560284288,12163.5975374177
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,5171,1.74488560284288,9022.80345230056
8035," 39. Sant Genís dels Agudells  ",11.3,69,779.7,611,1.74488560284288,1066.125103337
8035," 40. Montbau  ",12.7,67,850.9,11634,1.74488560284288,20299.9991034741
8035," 40. Montbau  ",12.7,67,850.9,31583,1.74488560284288,55108.7219945868
8035," 40. Montbau  ",12.7,67,850.9,5792,1.74488560284288,10106.377411666
8035," 40. Montbau  ",12.7,67,850.9,6971,1.74488560284288,12163.5975374177
8035," 40. Montbau  ",12.7,67,850.9,5171,1.74488560284288,9022.80345230056
8035," 40. Montbau  ",12.7,67,850.9,611,1.74488560284288,1066.125103337
8035," 38. la Teixonera  ",13.7,61,835.7,11634,1.74488560284288,20299.9991034741
8035," 38. la Teixonera  ",13.7,61,835.7,31583,1.74488560284288,55108.7219945868
8035," 38. la Teixonera  ",13.7,61,835.7,5792,1.74488560284288,10106.377411666
8035," 38. la Teixonera  ",13.7,61,835.7,6971,1.74488560284288,12163.5975374177
8035," 38. la Teixonera  ",13.7,61,835.7,5171,1.74488560284288,9022.80345230056
8035," 38. la Teixonera  ",13.7,61,835.7,611,1.74488560284288,1066.125103337
8036," 8. l'Antiga Esquerra de l'Eixample  ",15.7,86,1350.2,42512,4.3545160775964,185119.187490778
8037," 7. la Dreta de l'Eixample  ",16,102,1632,44246,1.30221119458313,57617.6365155252
8039," 12. la Marina del Prat Vermell - AEI Zona Franca  ",NA,NA,NA,1151,6.99409486100084,8050.20318501197
8041," 35. el Guinardó  ",14.3,66,943.8,36538,3.99858620962635,146100.342927327
8041," 35. el Guinardó  ",14.3,66,943.8,9390,3.99858620962635,37546.7245083914
8041," 36. la Font d'en Fargues  ",14.7,68,999.6,36538,3.99858620962635,146100.342927327
8041," 36. la Font d'en Fargues  ",14.7,68,999.6,9390,3.99858620962635,37546.7245083914
